ตาราง 14.22 ดัชนีราคาผู้บริโภครายได้น้อย จำแนกตามภาค และหมวดสินค้า พ.ศ. 2564 - 2566,,,,,,,,
Table 14.22 Low Income Consumer Price Index by Region and Commodity Group: 2021 - 2023,,,,,,,,
,,,,,,,,
กรุงเทพมหานคร(1),เครื่องนุ่งห่มและรองเท้า,99.99,100.36,100.50,0.37,0.14,Bangkok(1),Apparel and footware
กรุงเทพมหานคร(1),เคหสถาน,97.55,101.86,102.97,4.42,1.09,Bangkok(1),Housing and furnishing
กรุงเทพมหานคร(1),การตรวจรักษาและบริการส่วนบุคคล,101.09,102.77,104.80,1.66,1.98,Bangkok(1),Medical and personal care
กรุงเทพมหานคร(1),พาหนะ การขนส่ง และการสื่อสาร,102.40,109.70,109.86,7.13,0.15,Bangkok(1),Transportation and communication
กรุงเทพมหานคร(1),การบันเทิง การอ่าน การศึกษา และการศาสนา,100.09,100.23,101.17,0.14,0.94,Bangkok(1),Recreation and education
กรุงเทพมหานคร(1),ยาสูบและเครื่องดื่มมีแอลกอฮอล์,100.33,102.69,103.38,2.35,0.67,Bangkok(1),Tobacco and alcoholic beverages
ภาคกลาง,ดัชนีรวม,101.19,107.80,109.26,6.53,1.35,Central Region,Total index
ภาคกลาง,อาหารและเครื่องดื่มไม่มีแอลกอฮอล์,102.63,110.03,112.46,7.21,2.21,Central Region,Food and non-alcoholic beverages
ภาคกลาง,อื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,99.99,106.00,106.70,6.01,0.66,Central Region,Non-food and beverages
ภาคกลาง,เครื่องนุ่งห่มและรองเท้า,99.43,99.35,99.98,-0.08,0.63,Central Region,Apparel and footware
ภาคกลาง,เคหสถาน,97.71,102.57,104.41,4.97,1.79,Central Region,Housing and furnishing
ภาคกลาง,การตรวจรักษาและบริการส่วนบุคคล,100.68,102.26,104.55,1.57,2.24,Central Region,Medical and personal care
ภาคกลาง,พาหนะ การขนส่ง และการสื่อสาร,102.70,113.68,112.35,10.69,-1.17,Central Region,Transportation and communication
ภาคกลาง,การบันเทิง การอ่าน การศึกษา และการศาสนา,99.81,100.24,101.03,0.43,0.79,Central Region,Recreation and education
ภาคกลาง,ยาสูบและเครื่องดื่มมีแอลกอฮอล์,100.24,102.10,102.68,1.86,0.57,Central Region,Tobacco and alcoholic beverages
ภาคเหนือ,ดัชนีรวม,101.17,107.50,109.03,6.26,1.42,Northern Region,Total index
ภาคเหนือ,อาหารและเครื่องดื่มไม่มีแอลกอฮอล์,102.77,109.67,112.42,6.71,2.51,Northern Region,Food and non-alcoholic beverages
ภาคเหนือ,อื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,99.90,105.74,106.21,5.85,0.44,Northern Region,Non-food and beverages
ภาคเหนือ,เครื่องนุ่งห่มและรองเท้า,100.46,100.89,101.48,0.43,0.58,Northern Region,Apparel and footware
ภาคเหนือ,เคหสถาน,97.75,102.13,103.71,4.48,1.55,Northern Region,Housing and furnishing
ภาคเหนือ,การตรวจรักษาและบริการส่วนบุคคล,100.37,101.56,103.38,1.19,1.79,Northern Region,Medical and personal care
ภาคเหนือ,พาหนะ การขนส่ง และการสื่อสาร,102.55,113.93,112.24,11.10,-1.48,Northern Region,Transportation and communication
ภาคเหนือ,การบันเทิง การอ่าน การศึกษา และการศาสนา,99.24,99.33,100.19,0.09,0.87,Northern Region,Recreation and education
ภาคเหนือ,ยาสูบและเครื่องดื่มมีแอลกอฮอล์,100.19,101.54,102.16,1.35,0.61,Northern Region,Tobacco and alcoholic beverages
ภาคตะวันออกเฉียงเหนือ,ดัชนีรวม,100.63,106.50,107.89,5.83,1.31,Northeastern Region,Total index
ภาคตะวันออกเฉียงเหนือ,อาหารและเครื่องดื่มไม่มีแอลกอฮอล์,101.48,107.85,110.46,6.28,2.42,Northeastern Region,Food and non-alcoholic beverages
ภาคตะวันออกเฉียงเหนือ,อื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,99.83,105.25,105.56,5.43,0.29,Northeastern Region,Non-food and beverages
ภาคตะวันออกเฉียงเหนือ,เครื่องนุ่งห่มและรองเท้า,100.08,100.16,100.73,0.08,0.57,Northeastern Region,Apparel and footware
ภาคตะวันออกเฉียงเหนือ,เคหสถาน,97.69,101.69,103.12,4.09,1.41,Northeastern Region,Housing and furnishing
ภาคตะวันออกเฉียงเหนือ,การตรวจรักษาและบริการส่วนบุคคล,100.15,100.97,101.84,0.82,0.86,Northeastern Region,Medical and personal care
ภาคตะวันออกเฉียงเหนือ,พาหนะ การขนส่ง และการสื่อสาร,101.99,112.49,111.06,10.30,-1.27,Northeastern Region,Transportation and communication
ภาคตะวันออกเฉียงเหนือ,การบันเทิง การอ่าน การศึกษา และการศาสนา,100.12,100.09,100.74,-0.03,0.65,Northeastern Region,Recreation and education
ภาคตะวันออกเฉียงเหนือ,ยาสูบและเครื่องดื่มมีแอลกอฮอล์,100.40,102.14,103.01,1.73,0.85,Northeastern Region,Tobacco and alcoholic beverages
ภาคใต้,ดัชนีรวม,100.49,107.12,108.58,6.60,1.36,Southern Region,Total index
ภาคใต้,อาหารและเครื่องดื่มไม่มีแอลกอฮอล์,100.79,107.75,110.64,6.91,2.68,Southern Region,Food and non-alcoholic beverages
ภาคใต้,อื่น ๆ ไม่ใช่อาหาร และเครื่องดื่ม,100.28,106.62,106.84,6.32,0.21,Southern Region,Non-food and beverages
ภาคใต้,เครื่องนุ่งห่มและรองเท้า,100.14,100.32,101.08,0.18,0.76,Southern Region,Apparel and footware
ภาคใต้,เคหสถาน,97.49,101.81,103.06,4.43,1.23,Southern Region,Housing and furnishing
ภาคใต้,การตรวจรักษาและบริการส่วนบุคคล,100.58,101.55,103.04,0.96,1.47,Southern Region,Medical and personal care
ภาคใต้,พาหนะ การขนส่ง และการสื่อสาร,103.53,115.91,114.20,11.96,-1.48,Southern Region,Transportation and communication
ภาคใต้,การบันเทิง การอ่าน การศึกษา และการศาสนา,98.93,99.32,100.44,0.39,1.13,Southern Region,Recreation and education
ภาคใต้,ยาสูบและเครื่องดื่มมีแอลกอฮอล์,100.36,102.45,102.97,2.08,0.51,Southern Region,Tobacco and alcoholic beverages
,,,,,,,,
(1) รวมจังหวัด นนทบุรี ปทุมธานี และสมุทรปราการ,,,,,,,,
"(1)  Including Nonthaburi, Pathum Thani and Samut Prakan",,,,,,,,
ที่มา: สำนักงานนโยบายและยุทธศาสตร์การค้า กระทรวงพาณิชย์,,,,,,,,
"Source: Trade Policy and Strategic Office,  Ministry of Commerce",,,,,,,,
